2/1|mystérieux/mystérieuse	-	Une femme [mystérieuse] est arrivée au village.
2/1|toujours	-	Il pleut [toujours] ?
2/1|le roi / la reine	-	Louis XIV était un [roi] de France.
2/1|l'expérience	-	Ce voyage était une belle [expérience].
2/2|le concours	-	J'ai gagné le [concours] de dessin !
2/2|la colo (fam.) / la colonie (de vacances)	-	Cet été, je pars en [colo] à la montagne.
2/2|le canoë	-	Nous avons fait du [canoë] sur la rivière.
2/2|l'animateur / l'animatrice	-	L'[animatrice] de la colo est très sympa.
2/2|s'arrêter	-	Le bus [s'arrête] devant le collège.
2/2|d'habitude	-	[D'habitude], je prends le bus.
2/2|(bien) s'entendre (avec qn)	-	Je [m'entends bien] avec mon frère.
2/2|être de bonne/mauvaise humeur	-	Aujourd'hui, le prof [est de bonne humeur].
2/2|se disputer	-	Mes sœurs [se disputent] tout le temps.
2/2|bref	-	Il pleuvait, le bus était en retard… [bref], une journée horrible !
2/2|à cause de ça	-	Il a raté le bus ; [à cause de ça], il est arrivé en retard.
2/2|l'autre	-	Un frère aime le foot, l'[autre] préfère le basket.
2/2|la grotte	-	Nous avons visité une [grotte] avec des dessins préhistoriques.
2/2|l'équilibre	-	Sur le paddle, j'ai perdu l'[équilibre].
2/2|ne… personne	-	Je [ne connais personne] ici.
2/2|j'en ai marre	-	Encore de la pluie ? [J'en ai marre] !
2/2|l'oiseau	-	Un [oiseau] chante dans l'arbre.
2/2|malheureusement	-	[Malheureusement], je ne peux pas venir.
2/2|courir	-	Je [cours] tous les matins.
2/2|Vas-y !	-	[Vas-y], tu peux le faire !
2/2|enfin	-	[Enfin] les vacances !
2/2|Qu'est-ce qui s'est passé ?	-	Tu pleures ? [Qu'est-ce qui s'est passé] ?
3/A|Vive…	-	[Vive] les vacances !
3/A|franco-allemand/franco-allemande	-	Notre collège fait un échange [franco-allemand].
3/A|l'habitude	-	En France, j'ai pris l'[habitude] de manger tard.
3/A|la famille d'accueil	-	Ma [famille d'accueil] à Lyon est très gentille.
3/A|le malentendu	-	Ce n'était pas méchant, c'était un [malentendu].
3/Voc|l'objet	-	Quel est cet [objet] bizarre ?
3/Voc|le pansement	-	Je me suis coupé, j'ai besoin d'un [pansement].
3/Voc|le sèche-cheveux	-	Le [sèche-cheveux] est dans la salle de bains.
3/Voc|le cheveu	-	Il y a un [cheveu] dans ma soupe !
3/Voc|le couteau	-	Attention, le [couteau] coupe bien.
3/Voc|le dentifrice	-	J'ai oublié mon [dentifrice].
3/Voc|le volet	-	Le soir, on ferme les [volets].
3/Voc|l'oreiller	-	Je dors mieux avec un gros [oreiller].
3/Voc|dormir	-	Le bébé [dort] dans sa chambre.
3/Voc|le métal	-	Cette boîte est en [métal].
3/Voc|couper qc	-	Tu peux [couper] le pain ?
3/Voc|se couper	-	Aïe ! Je [me suis coupé] avec le couteau.
3/Voc|quelque chose de	-	Tu veux boire [quelque chose de] chaud ?
3/Voc|le plastique	-	Nous utilisons trop de [plastique].
3/Voc|une sorte de	-	C'est [une sorte de] gâteau avec des pommes.
3/Voc|la crème	-	Mets de la [crème], le soleil est fort.
3/Voc|Tu vois ce que je veux dire ?	-	C'est rond et on mange ça au petit-déjeuner. [Tu vois ce que je veux dire] ?
3/1|le coffre	-	Mets les valises dans le [coffre].
3/1|mal	-	J'ai [mal] compris la question.
3/1|dire à qn de	-	Ma mère me [dit de] ranger ma chambre.
3/1|demander à qn de	-	Le prof nous [demande de] travailler en silence.
3/1|arriver à	-	Tu [arrives à] ouvrir cette boîte ?
3/1|Tu en veux ?	-	J'ai des chips. [Tu en veux] ?
3/1|l'œil	-	J'ai quelque chose dans l'[œil].
3/1|avoir l'air	-	Tu [as l'air] fatigué.
3/1|le progrès	-	Tu as fait des [progrès] en français !
3/1|décider qc / de	-	Nous avons [décidé] de partir plus tôt.
3/1|l'expression	-	Je ne connais pas cette [expression].
3/1|mot à mot	-	Ne traduis pas [mot à mot] !
3/1|essayer qc / de	-	J'[essaie] de comprendre.
3/1|fatigué/fatiguée	-	Après le voyage, je suis très [fatigué].
3/1|tenir	-	[Tiens] bien la corde !
3/1|râler contre qn/qc	-	Mon frère [râle contre] tout le monde.
3/1|en fait	-	[En fait], je n'ai pas faim.
3/1|manquer (à qn)	-	Mes amis me [manquent].
3/1|savoir qc	-	Tu [sais] nager ?
3/1|possible	-	C'est [possible] ?
3/1|même si	-	Je sors, [même si] il pleut.
3/2|la vie de tous les jours	-	Dans [la vie de tous les jours], j'utilise beaucoup mon portable.
3/2|la différence	-	Quelle est la [différence] entre ces deux mots ?
3/2|de manière	-	Il parle [de manière] très calme.
3/2|typiquement	-	Le fromage, c'est [typiquement] français.
3/2|environ	-	Le trajet dure [environ] une heure.
3/2|correctement	-	Écris ton nom [correctement].
3/2|en général	-	[En général], je dîne à sept heures.
3/2|c'est pourquoi	-	Il pleut, [c'est pourquoi] je prends mon parapluie.
3/2|le morceau	-	Je voudrais un [morceau] de gâteau.
3/2|sévèrement	-	Le prof punit [sévèrement] les retards.
3/2|recommencer	-	Tu t'es trompé ? Pas grave, [recommence] !
3/2|payer (qc)	-	Je [paie] avec ma carte.
3/2|rapporter qc	-	Je dois [rapporter] ces livres à la bibliothèque.
3/2|réutiliser qc	-	On peut [réutiliser] ce sac plusieurs fois.
3/2|garder qc	-	Tu peux [garder] ce livre, je te l'offre.
3/2|laver qc	-	Après le repas, je [lave] la vaisselle.
3/2|protéger qn/qc	-	Nous devons [protéger] la nature.
3/2|l'environnement	-	Le vélo est bon pour l'[environnement].
3/2|heureusement	-	[Heureusement], il ne pleuvait pas.
3/2|autrement	-	On peut aussi le faire [autrement].
3/2|s'énerver	-	Ne [t'énerve] pas, ce n'est pas grave.
3/2|curieux/curieuse	-	Ma petite sœur est très [curieuse] : elle pose plein de questions.
4/A|le Québec	-	Au [Québec], on parle français.
4/A|le Canada	-	Le [Canada] est un pays immense.
4/A|peint/peinte	-	Les murs de la maison sont [peints] en bleu.
4/A|la baleine	-	En bateau, nous avons vu une [baleine].
4/A|le panneau	-	Regarde le [panneau] : la plage est à deux kilomètres.
4/A|l'ours	-	Dans la forêt canadienne, il y a des [ours].
4/Voc|la province	-	Le Québec est une [province] du Canada.
4/Voc|l'est	-	Strasbourg se trouve dans l'[est] de la France.
4/Voc|le nord	-	Lille se trouve dans le [nord] de la France.
4/Voc|le sud	-	Marseille est dans le [sud] de la France.
4/Voc|l'océan	-	L'[océan] Atlantique est très grand.
4/Voc|le kilomètre carré	-	Ce parc fait trois [kilomètres carrés].
4/Voc|pour cent	-	Quatre-vingts [pour cent] des élèves ont un portable.
4/Voc|le territoire	-	Le Canada a un [territoire] immense.
4/Voc|le Québécois / la Québécoise	-	Les [Québécois] parlent français avec un accent.
4/Voc|coloniser qn/qc	-	Les Européens ont [colonisé] l'Amérique.
4/Voc|le peuple	-	Chaque [peuple] a sa culture.
4/Voc|autochtone	-	Les peuples [autochtones] vivaient là avant les Européens.
4/Voc|le degré (Celsius)	-	En hiver, il fait moins vingt [degrés] à Montréal.
4/Voc|le climat	-	Le [climat] du Québec est très froid en hiver.
4/Voc|la neige	-	Les enfants jouent dans la [neige].
4/Voc|la glace	-	Le lac est couvert de [glace].
4/Voc|la plupart (de)	-	[La plupart des] élèves prennent le bus.
4/1|l'explorateur / l'exploratrice	-	L'[explorateur] a traversé l'océan en bateau.
4/1|par	-	Nous sommes passés [par] Paris.
4/1|fonder qc	-	Samuel de Champlain a [fondé] la ville de Québec.
4/1|entrer en guerre avec qn	-	En 1914, la France est [entrée en guerre avec] l'Allemagne.
4/1|le bout du monde	-	Ce village est au [bout du monde].
4/1|observer qn/qc	-	Nous [observons] les baleines depuis le bateau.
4/1|vivre (qc)	-	Ma tante [vit] à Montréal.
4/1|le traîneau à chiens	-	Au Canada, nous avons fait du [traîneau à chiens].
4/1|se souvenir de qn/qc	-	Tu [te souviens de] notre voyage ?
4/1|peu (de)	-	Il y a [peu de] monde aujourd'hui.
4/1|la réserve	-	Ils habitent dans une [réserve] au nord du Québec.
4/1|la chasse	-	La [chasse] est interdite dans ce parc.
4/1|la pêche	-	Mon grand-père adore la [pêche].
4/1|l'Européen / l'Européenne	-	Les premiers [Européens] sont arrivés au XVIe siècle.
4/1|en échange	-	Je t'aide en maths et, [en échange], tu m'aides en anglais.
4/1|la vieille ville	-	Nous nous promenons dans la [vieille ville].
4/1|la patinoire	-	En hiver, nous allons à la [patinoire].
4/2|le hockey sur glace	-	Au Canada, le [hockey sur glace] est très populaire.
4/2|l'érable	-	La feuille d'[érable] est sur le drapeau canadien.
4/2|symboliser qn/qc	-	La colombe [symbolise] la paix.
4/2|canadien/canadienne	-	Mon correspondant est [canadien].
4/2|autant de	-	Je n'ai jamais vu [autant de] neige !
4/2|le sirop	-	Je mange des crêpes avec du [sirop] d'érable.
4/2|on en met partout	-	Le sirop d'érable ? Au Québec, [on en met partout] !
4/2|fabriquer qc	-	Cette usine [fabrique] des vélos.
4/2|la motoneige	-	En hiver, ils se déplacent en [motoneige].
4/2|plus de	-	Je voudrais [plus de] temps libre.
4/2|moins de	-	Mange [moins de] sucre !
4/2|transporter qc	-	Le camion [transporte] des fruits.
4/2|construire qc	-	Nous avons [construit] une cabane dans l'arbre.
4/2|la cabane	-	Les enfants jouent dans la [cabane].
4/2|conduire qc	-	Mon père [conduit] le bus.
4/2|la liberté	-	La [liberté] est très importante pour moi.
4/2|l'amitié	-	Notre [amitié] dure depuis dix ans.
4/2|la paix	-	Tout le monde veut vivre en [paix].
4/2|la ligne	-	Prends la [ligne] 4 du métro.
4/2|le respect	-	Il faut traiter les autres avec [respect].
5/A|réaliser qc	-	Elle a [réalisé] son rêve.
5/A|lutter (pour/contre qc)	-	Ils [luttent] contre la pollution.
5/A|l'inégalité	-	L'[inégalité] entre les hommes et les femmes existe encore.
5/A|s'engager (pour qc)	-	Ma sœur [s'engage] pour les animaux.
5/Voc|l'argument	-	C'est un bon [argument].
5/Voc|la discussion	-	La [discussion] a duré deux heures.
5/Voc|sûr/sûre	-	Tu es [sûre] ?
5/Voc|d'un côté	-	[D'un côté], j'aime la ville ; de l'autre, je préfère la nature.
5/Voc|d'un autre côté	-	Les réseaux sociaux sont pratiques ; [d'un autre côté], ils prennent beaucoup de temps.
5/Voc|horrible	-	Ce film était [horrible].
5/Voc|donc	-	Il pleut, [donc] je reste à la maison.
5/Voc|il (ne) suffit (pas) de	-	[Il ne suffit pas de] parler, il faut agir !
5/Voc|changer (qc)	-	Nous devons [changer] nos habitudes.
5/Voc|(ne…) pas du tout	-	Je ne suis [pas du tout] d'accord.
5/Voc|réaliste	-	Ton idée n'est pas très [réaliste].
5/Voc|justement	-	C'est [justement] ce que je voulais dire.
5/Voc|la société	-	Les jeunes veulent changer la [société].
5/Voc|Ce n'est pas ce que je veux dire.	-	Non, [ce n'est pas ce que je veux dire].
5/1|injuste	-	C'est [injuste] !
5/1|réagir	-	Il faut [réagir] vite.
5/1|être exclu/exclue (de qc)	-	Personne ne doit [être exclu] du groupe.
5/1|la génération	-	Ma [génération] a grandi avec Internet.
5/1|la conséquence	-	Ce choix a des [conséquences] importantes.
5/1|le réchauffement climatique	-	Le [réchauffement climatique] est un grand problème.
5/1|l'adulte	-	Les [adultes] ne comprennent pas toujours les jeunes.
5/1|la maladie	-	Cette [maladie] est très rare.
5/1|obliger qn à	-	Personne ne t'[oblige à] venir.
5/1|le médecin	-	Je dois aller chez le [médecin].
5/1|se sentir	-	Je [me sens] mieux aujourd'hui.
5/1|se sentir (mal) à l'aise	-	Dans ma nouvelle classe, je [me sens à l'aise].
5/1|la peau	-	Protège ta [peau] du soleil.
5/1|avoir envie de qc / de	-	J'[ai envie de] manger une glace.
5/1|le préjugé	-	Il faut lutter contre les [préjugés].
5/1|raciste	-	Cette remarque est [raciste].
5/1|le racisme	-	Notre collège organise une journée contre le [racisme].
5/1|faire le ménage	-	Le samedi, nous [faisons le ménage].
5/1|avoir le droit de	-	Tu [as le droit de] sortir ce soir ?
5/1|la règle	-	Quelles sont les [règles] du jeu ?
5/1|l'égalité	-	L'[égalité] entre filles et garçons est importante.
5/2|admirer qn/qc	-	J'[admire] beaucoup ma grand-mère.
5/2|ennuyeux/ennuyeuse	-	Ce livre est [ennuyeux].
5/2|ouvert/ouverte	-	Le magasin est [ouvert] le dimanche.
5/2|(ne…) même pas	-	Il n'a [même pas] dit merci.
5/2|la chaussure	-	J'ai perdu une [chaussure].
5/2|ce que je préfère	-	[Ce que je préfère], c'est le week-end.
5/2|ce qui (ne) me plaît (pas)	-	[Ce qui me plaît], c'est la musique du film.
5/2|la relation	-	J'ai une bonne [relation] avec mes parents.
5/2|la scène	-	La dernière [scène] du film est très triste.
5/2|touchant/touchante	-	Cette histoire est très [touchante].
5/2|la chance	-	Tu as de la [chance] !
5/2|traiter qn comme qc	-	Mes parents me [traitent comme] un bébé !
5/2|accepter qc / de	-	Elle a [accepté] l'invitation.
5/2|interdire à qn de	-	Mes parents m'[interdisent de] sortir le soir.
5/2|le contraste	-	Le [contraste] entre le noir et le blanc est fort.
5/2|refuser qc / de	-	Il [refuse] de manger des légumes.
5/2|le comportement	-	Son [comportement] en classe est très bon.
5/2|en tout cas	-	[En tout cas], merci pour ton aide.
5/2|le rôle	-	Elle joue le [rôle] principal.
5/2|principal/principale/principaux (m. pl.)	-	La rue [principale] est pleine de magasins.
5/2|le personnage	-	Le [personnage] principal s'appelle Léo.
